"Topic","RankOrder_ImportantceforWord","Word"
"Topic 31",91,"relation"
"Topic 31",92,"results"
"Topic 31",93,"polyamino"
"Topic 31",94,"steered"
"Topic 31",95,"raised"
"Topic 31",96,"button"
"Topic 31",97,"records"
"Topic 31",98,"means"
"Topic 31",99,"real"
"Topic 31",100,"biochip"
"Topic 32",1,"recording"
"Topic 32",2,"beam"
"Topic 32",3,"laser"
"Topic 32",4,"medium"
"Topic 32",5,"mirror"
"Topic 32",6,"beams"
"Topic 32",7,"recorded"
"Topic 32",8,"spot"
"Topic 32",9,"scanning"
"Topic 32",10,"example"
"Topic 32",11,"reversible"
"Topic 32",12,"method"
"Topic 32",13,"irradiation"
"Topic 32",14,"used"
"Topic 32",15,"thermally"
"Topic 32",16,"invention"
"Topic 32",17,"mirrors"
"Topic 32",18,"line"
"Topic 32",19,"using"
"Topic 32",20,"intensity"
"Topic 32",21,"antimicrobial"
"Topic 32",22,"position"
"Topic 32",23,"point"
"Topic 32",24,"pulsed"
"Topic 32",25,"direction"
"Topic 32",26,"spots"
"Topic 32",27,"onto"
"Topic 32",28,"time"
"Topic 32",29,"applied"
"Topic 32",30,"path"
"Topic 32",31,"accordance"
"Topic 32",32,"center"
"Topic 32",33,"output"
"Topic 32",34,"manner"
"Topic 32",35,"distance"
"Topic 32",36,"overlap"
"Topic 32",37,"irradiated"
"Topic 32",38,"illustrated"
"Topic 32",39,"amount"
"Topic 32",40,"limited"
"Topic 32",41,"energy"
"Topic 32",42,"present"
"Topic 32",43,"diameter"
"Topic 32",44,"erasing"
"Topic 32",45,"lasers"
"Topic 32",46,"speed"
"Topic 32",47,"distribution"
"Topic 32",48,"result"
"Topic 32",49,"focal"
"Topic 32",50,"start"
"Topic 32",51,"shows"
"Topic 32",52,"however"
"Topic 32",53,"state"
"Topic 32",54,"selected"
"Topic 32",55,"another"
"Topic 32",56,"area"
"Topic 32",57,"material"
"Topic 32",58,"density"
"Topic 32",59,"regenerative"
"Topic 32",60,"according"
"Topic 32",61,"reference"
"Topic 32",62,"record"
"Topic 32",63,"showing"
"Topic 32",64,"divergence"
"Topic 32",65,"alternative"
"Topic 32",66,"controlled"
"Topic 32",67,"thus"
"Topic 32",68,"less"
"Topic 32",69,"form"
"Topic 32",70,"lines"
"Topic 32",71,"exposure"
"Topic 32",72,"next"
"Topic 32",73,"organisms"
"Topic 32",74,"scanned"
"Topic 32",75,"times"
"Topic 32",76,"ratio"
"Topic 32",77,"erased"
"Topic 32",78,"size"
"Topic 32",79,"placed"
"Topic 32",80,"overlapped"
"Topic 32",81,"schematic"
"Topic 32",82,"described"
"Topic 32",83,"moved"
"Topic 32",84,"wavelength"
"Topic 32",85,"step"
"Topic 32",86,"back"
"Topic 32",87,"character"
"Topic 32",88,"damage"
"Topic 32",89,"directed"
"Topic 32",90,"plural"
"Topic 32",91,"ultraviolet"
"Topic 32",92,"intended"
"Topic 32",93,"preferably"
"Topic 32",94,"first"
"Topic 32",95,"order"
"Topic 32",96,"reflected"
"Topic 32",97,"represented"
"Topic 32",98,"least"
"Topic 32",99,"high"
"Topic 32",100,"particularly"
"Topic 33",1,"base"
"Topic 33",2,"station"
"Topic 33",3,"stations"
"Topic 33",4,"radio"
"Topic 33",5,"mobile"
"Topic 33",6,"coverage"
"Topic 33",7,"cell"
"Topic 33",8,"access"
"Topic 33",9,"femto"
"Topic 33",10,"interference"
"Topic 33",11,"serving"
"Topic 33",12,"macro"
"Topic 33",13,"quality"
"Topic 33",14,"area"
"Topic 33",15,"method"
"Topic 33",16,"handover"
"Topic 33",17,"response"
"Topic 33",18,"based"
"Topic 33",19,"example"
"Topic 33",20,"wireless"
"Topic 33",21,"femtocell"
"Topic 33",22,"beamforming"
"Topic 33",23,"indication"
"Topic 33",24,"user"
"Topic 33",25,"number"
"Topic 33",26,"neighboring"
"Topic 33",27,"equipment"
"Topic 33",28,"will"
"Topic 33",29,"system"
"Topic 33",30,"list"
"Topic 33",31,"neighbor"
"Topic 33",32,"cells"
"Topic 33",33,"received"
"Topic 33",34,"link"
"Topic 33",35,"also"
"Topic 33",36,"used"
"Topic 33",37,"another"
"Topic 33",38,"described"
"Topic 33",39,"active"
"Topic 33",40,"aspect"
"Topic 33",41,"order"
"Topic 33",42,"strength"
"Topic 33",43,"point"
"Topic 33",44,"pdcp"
"Topic 33",45,"wtru"
"Topic 33",46,"includes"
"Topic 33",47,"mobility"
"Topic 33",48,"illustrated"
"Topic 33",49,"setup"
"Topic 33",50,"procedure"
"Topic 33",51,"paging"
"Topic 33",52,"according"
"Topic 33",53,"sector"
"Topic 33",54,"frequency"
"Topic 33",55,"subscriber"
"Topic 33",56,"within"
"Topic 33",57,"reference"
"Topic 33",58,"moreover"
"Topic 33",59,"report"
"Topic 33",60,"illustrates"
"Topic 33",61,"interfering"
"Topic 33",62,"part"
"Topic 33",63,"scanning"
"Topic 33",64,"upon"
"Topic 33",65,"nodeb"
"Topic 33",66,"case"
"Topic 33",67,"information"
"Topic 33",68,"following"
"Topic 33",69,"perform"
"Topic 33",70,"wssc"
"Topic 33",71,"served"
"Topic 33",72,"coordinated"
"Topic 33",73,"downlink"
"Topic 33",74,"transmit"
"Topic 33",75,"referred"
"Topic 33",76,"traffic"
"Topic 33",77,"located"
"Topic 33",78,"least"
"Topic 33",79,"henb"
"Topic 33",80,"exemplary"
"Topic 33",81,"substantially"
"Topic 33",82,"term"
"Topic 33",83,"uplink"
"Topic 33",84,"handoff"
"Topic 33",85,"timer"
"Topic 33",86,"description"
"Topic 33",87,"request"
"Topic 33",88,"however"
"Topic 33",89,"determine"
"Topic 33",90,"allowed"
"Topic 33",91,"flush"
"Topic 33",92,"umts"
"Topic 33",93,"initial"
"Topic 33",94,"using"
"Topic 33",95,"assigned"
"Topic 33",96,"wtrus"
"Topic 33",97,"channel"
"Topic 33",98,"cellular"
"Topic 33",99,"whether"
"Topic 33",100,"signal"
"Topic 34",1,"patient"
"Topic 34",2,"blood"
"Topic 34",3,"patients"
"Topic 34",4,"medical"
"Topic 34",5,"risk"
"Topic 34",6,"heart"
"Topic 34",7,"respiratory"
"Topic 34",8,"coronary"
"Topic 34",9,"visitor"
"Topic 34",10,"artery"
"Topic 34",11,"cardiac"
"Topic 34",12,"also"
"Topic 34",13,"breathing"
"Topic 34",14,"perfusion"
"Topic 34",15,"nasal"
"Topic 34",16,"health"
"Topic 34",17,"treatment"
"Topic 34",18,"tissue"
"Topic 34",19,"brain"
"Topic 34",20,"airway"
"Topic 34",21,"pressure"
"Topic 34",22,"clinical"
"Topic 34",23,"disease"
"Topic 34",24,"vascular"
"Topic 34",25,"physiological"
"Topic 34",26,"andor"
"Topic 34",27,"study"
"Topic 34",28,"oxygen"
"Topic 34",29,"methods"
"Topic 34",30,"flow"
"Topic 34",31,"volume"
"Topic 34",32,"method"
"Topic 34",33,"invention"
"Topic 34",34,"present"
"Topic 34",35,"myocardial"
"Topic 34",36,"breast"
"Topic 34",37,"breath"
"Topic 34",38,"therapy"
"Topic 34",39,"condition"
"Topic 34",40,"subjects"
"Topic 34",41,"healthcare"
"Topic 34",42,"will"
"Topic 34",43,"progenitor"
"Topic 34",44,"normal"
"Topic 34",45,"sinus"
"Topic 34",46,"care"
"Topic 34",47,"vessels"
"Topic 34",48,"subject"
"Topic 34",49,"used"
"Topic 34",50,"activity"
"Topic 34",51,"cannula"
"Topic 34",52,"monitor"
"Topic 34",53,"physician"
"Topic 34",54,"levels"
"Topic 34",55,"system"
"Topic 34",56,"without"
"Topic 34",57,"left"
"Topic 34",58,"serum"
"Topic 34",59,"function"
"Topic 34",60,"failure"
"Topic 34",61,"defb"
"Topic 34",62,"following"
"Topic 34",63,"time"
"Topic 34",64,"assessment"
"Topic 34",65,"visitors"
"Topic 34",66,"shows"
"Topic 34",67,"cohort"
"Topic 34",68,"embodiment"
"Topic 34",69,"using"
"Topic 34",70,"increase"
"Topic 34",71,"vpcs"
"Topic 34",72,"body"
"Topic 34",73,"vessel"
"Topic 34",74,"adducts"
"Topic 34",75,"chest"
"Topic 34",76,"arterial"
"Topic 34",77,"another"
"Topic 34",78,"performed"
"Topic 34",79,"diagnosis"
"Topic 34",80,"heartbeat"
"Topic 34",81,"related"
"Topic 34",82,"herein"
"Topic 34",83,"determined"
"Topic 34",84,"results"
"Topic 34",85,"rwes"
"Topic 34",86,"lung"
"Topic 34",87,"diagnostic"
"Topic 34",88,"changes"
"Topic 34",89,"muscle"
"Topic 34",90,"mutations"
"Topic 34",91,"increased"
"Topic 34",92,"arteries"
"Topic 34",93,"mpcs"
"Topic 34",94,"human"
"Topic 34",95,"right"
"Topic 34",96,"prostate"
"Topic 34",97,"women"
"Topic 34",98,"organ"
"Topic 34",99,"cancer"
"Topic 34",100,"including"
"Topic 35",1,"fiber"
"Topic 35",2,"fibers"
"Topic 35",3,"waveguide"
"Topic 35",4,"optical"
"Topic 35",5,"optic"
"Topic 35",6,"rolling"
"Topic 35",7,"cage"
"Topic 35",8,"race"
"Topic 35",9,"photonic"
"Topic 35",10,"shown"
"Topic 35",11,"face"
"Topic 35",12,"ferrule"
"Topic 35",13,"structure"
"Topic 35",14,"embodiment"
"Topic 35",15,"example"
"Topic 35",16,"elbow"
"Topic 35",17,"waveguides"
"Topic 35",18,"cladding"
"Topic 35",19,"grating"
"Topic 35",20,"length"
"Topic 35",21,"finishing"
"Topic 35",22,"index"
"Topic 35",23,"material"
"Topic 35",24,"pocket"
"Topic 35",25,"disposed"
"Topic 35",26,"structures"
"Topic 35",27,"less"
"Topic 35",28,"diameter"
"Topic 35",29,"along"
"Topic 35",30,"projections"
"Topic 35",31,"also"
"Topic 35",32,"noncontact"
"Topic 35",33,"invention"
"Topic 35",34,"wrapper"
"Topic 35",35,"within"
"Topic 35",36,"surface"
"Topic 35",37,"abrasive"
"Topic 35",38,"frustrating"
"Topic 35",39,"coupler"
"Topic 35",40,"tray"
"Topic 35",41,"greater"
"Topic 35",42,"refractive"
"Topic 35",43,"annular"
"Topic 35",44,"manufacturing"
"Topic 35",45,"will"
"Topic 35",46,"preferably"
"Topic 35",47,"figs"
"Topic 35",48,"glass"
"Topic 35",49,"used"
"Topic 35",50,"plug"
"Topic 35",51,"coupling"
"Topic 35",52,"illustrated"
"Topic 35",53,"multimode"
"Topic 35",54,"guide"
"Topic 35",55,"description"
"Topic 35",56,"width"
"Topic 35",57,"pliable"
"Topic 35",58,"cleaver"
"Topic 35",59,"exemplary"
"Topic 35",60,"bottom"
"Topic 35",61,"view"
"Topic 35",62,"embouchure"
"Topic 35",63,"maximum"
"Topic 35",64,"split"
"Topic 35",65,"pockets"
"Topic 35",66,"stress"
"Topic 35",67,"method"
"Topic 35",68,"bend"
"Topic 35",69,"flexible"
"Topic 35",70,"grooves"
"Topic 35",71,"described"
"Topic 35",72,"high"
"Topic 35",73,"includes"
"Topic 35",74,"made"
"Topic 35",75,"small"
"Topic 35",76,"single"
"Topic 35",77,"thus"
"Topic 35",78,"configured"
"Topic 35",79,"disclosed"
"Topic 35",80,"without"
"Topic 35",81,"form"
"Topic 35",82,"radius"
"Topic 35",83,"contraction"
"Topic 35",84,"clad"
"Topic 35",85,"microcavity"
"Topic 35",86,"medium"
"Topic 35",87,"employed"
"Topic 35",88,"conventional"
"Topic 35",89,"relative"
"Topic 35",90,"boot"
"Topic 35",91,"herein"
"Topic 35",92,"internal"
"Topic 35",93,"hologram"
"Topic 35",94,"microns"
"Topic 35",95,"attached"
"Topic 35",96,"placed"
"Topic 35",97,"plurality"
"Topic 35",98,"work"
"Topic 35",99,"bladeless"
"Topic 35",100,"blocking"
"Topic 36",1,"level"
"Topic 36",2,"pulse"
"Topic 36",3,"scan"
"Topic 36",4,"levels"
"Topic 36",5,"high"
"Topic 36",6,"pulses"
"Topic 36",7,"threshold"
"Topic 36",8,"sensing"
"Topic 36",9,"operation"
"Topic 36",10,"sense"
"Topic 36",11,"condition"
"Topic 36",12,"isolation"
"Topic 36",13,"time"
"Topic 36",14,"width"
"Topic 36",15,"response"
"Topic 36",16,"output"
"Topic 36",17,"preset"
"Topic 36",18,"present"
"Topic 36",19,"predetermined"
"Topic 36",20,"therefore"
"Topic 36",21,"invention"
"Topic 36",22,"duration"
"Topic 36",23,"higher"
"Topic 36",24,"logic"
"Topic 36",25,"external"
"Topic 36",26,"sensed"
"Topic 36",27,"current"
"Topic 36",28,"lower"
"Topic 36",29,"conditions"
"Topic 36",30,"based"
"Topic 36",31,"applied"
"Topic 36",32,"bypass"
"Topic 36",33,"initial"
"Topic 36",34,"diagram"
"Topic 36",35,"example"
"Topic 36",36,"short"
"Topic 36",37,"change"
"Topic 36",38,"will"
"Topic 36",39,"described"
"Topic 36",40,"paths"
"Topic 36",41,"equal"
"Topic 36",42,"enable"
"Topic 36",43,"greater"
"Topic 36",44,"description"
"Topic 36",45,"embodiments"
"Topic 36",46,"characteristics"
"Topic 36",47,"indicates"
"Topic 36",48,"variations"
"Topic 36",49,"changes"
"Topic 36",50,"transitions"
"Topic 36",51,"corresponds"
"Topic 36",52,"occurs"
"Topic 36",53,"waveform"
"Topic 36",54,"goes"
"Topic 36",55,"however"
"Topic 36",56,"reduced"
"Topic 36",57,"circuitry"
"Topic 36",58,"inversion"
"Topic 36",59,"embodiment"
"Topic 36",60,"alternate"
"Topic 36",61,"tpclk"
"Topic 36",62,"moreover"
"Topic 36",63,"warning"
"Topic 36",64,"also"
"Topic 36",65,"method"
"Topic 36",66,"applying"
"Topic 36",67,"measured"
"Topic 36",68,"configured"
"Topic 36",69,"variation"
"Topic 36",70,"result"
"Topic 36",71,"path"
"Topic 36",72,"architecture"
"Topic 36",73,"relatively"
"Topic 36",74,"generate"
"Topic 36",75,"less"
"Topic 36",76,"changing"
"Topic 36",77,"energization"
"Topic 36",78,"programmable"
"Topic 36",79,"increases"
"Topic 36",80,"retaining"
"Topic 36",81,"vcore"
"Topic 36",82,"series"
"Topic 36",83,"disclosure"
"Topic 36",84,"rise"
"Topic 36",85,"illustrated"
"Topic 36",86,"tester"
"Topic 36",87,"instr"
"Topic 36",88,"includes"
"Topic 36",89,"generator"
"Topic 36",90,"drop"
"Topic 36",91,"indicate"
"Topic 36",92,"number"
"Topic 36",93,"adaptor"
"Topic 36",94,"operate"
"Topic 36",95,"drawings"
"Topic 36",96,"sufficient"
"Topic 36",97,"state"
"Topic 36",98,"breakdown"
"Topic 36",99,"clear"
"Topic 36",100,"stimulus"
"Topic 37",1,"resource"
"Topic 37",2,"computing"
"Topic 37",3,"request"
"Topic 37",4,"resources"
"Topic 37",5,"manager"
"Topic 37",6,"requests"
"Topic 37",7,"processing"
"Topic 37",8,"performance"
"Topic 37",9,"system"
"Topic 37",10,"access"
"Topic 37",11,"policy"
"Topic 37",12,"process"
"Topic 37",13,"example"
"Topic 37",14,"network"
"Topic 37",15,"andor"
"Topic 37",16,"management"
"Topic 37",17,"associated"
"Topic 37",18,"include"
"Topic 37",19,"workflow"
"Topic 37",20,"requested"
"Topic 37",21,"shared"
"Topic 37",22,"quality"
"Topic 37",23,"storage"
"Topic 37",24,"available"
"Topic 37",25,"allocation"
"Topic 37",26,"information"
"Topic 37",27,"block"
"Topic 37",28,"response"
"Topic 37",29,"number"
"Topic 37",30,"environment"
"Topic 37",31,"remote"
"Topic 37",32,"local"
"Topic 37",33,"based"
"Topic 37",34,"provider"
"Topic 37",35,"jobs"
"Topic 37",36,"devices"
"Topic 37",37,"embodiments"
"Topic 37",38,"within"
"Topic 37",39,"perform"
"Topic 37",40,"determine"
"Topic 37",41,"data"
"Topic 37",42,"scheduling"
"Topic 37",43,"including"
"Topic 37",44,"software"
"Topic 37",45,"historical"
"Topic 37",46,"configuration"
"Topic 37",47,"policies"
"Topic 37",48,"personal"
"Topic 37",49,"bandwidth"
"Topic 37",50,"also"
"Topic 37",51,"like"
"Topic 37",52,"memory"
"Topic 37",53,"distributed"
"Topic 37",54,"operations"
"Topic 37",55,"capacity"
"Topic 37",56,"user"
"Topic 37",57,"operating"
"Topic 37",58,"computer"
"Topic 37",59,"session"
"Topic 37",60,"performed"
"Topic 37",61,"described"
"Topic 37",62,"predictive"
"Topic 37",63,"allocated"
"Topic 37",64,"computers"
"Topic 37",65,"browse"
"Topic 37",66,"scheduler"
"Topic 37",67,"different"
"Topic 37",68,"availability"
"Topic 37",69,"components"
"Topic 37",70,"will"
"Topic 37",71,"store"
"Topic 37",72,"instance"
"Topic 37",73,"conserver"
"Topic 37",74,"whether"
"Topic 37",75,"processes"
"Topic 37",76,"time"
"Topic 37",77,"flow"
"Topic 37",78,"examples"
"Topic 37",79,"embodiment"
"Topic 37",80,"assigned"
"Topic 37",81,"shown"
"Topic 37",82,"record"
"Topic 37",83,"usage"
"Topic 37",84,"configured"
"Topic 37",85,"illustrative"
"Topic 37",86,"processors"
"Topic 37",87,"processor"
"Topic 37",88,"priority"
"Topic 37",89,"operation"
"Topic 37",90,"cache"
"Topic 37",91,"hardware"
"Topic 37",92,"caching"
"Topic 37",93,"microprocessor"
"Topic 37",94,"another"
"Topic 37",95,"actions"
"Topic 37",96,"diagram"
"Topic 37",97,"used"
"Topic 37",98,"specific"
"Topic 37",99,"additional"
"Topic 37",100,"instructions"
"Topic 38",1,"machine"
"Topic 38",2,"main"
"Topic 38",3,"slot"
"Topic 38",4,"machines"
"Topic 38",5,"progressive"
"Topic 38",6,"center"
"Topic 38",7,"link"
"Topic 38",8,"process"
"Topic 38",9,"controller"
"Topic 38",10,"information"
"Topic 38",11,"display"
"Topic 38",12,"predetermined"
"Topic 38",13,"value"
"Topic 38",14,"upon"
"Topic 38",15,"step"
"Topic 38",16,"input"
"Topic 38",17,"plurality"
"Topic 38",18,"signal"
"Topic 38",19,"amount"
"Topic 38",20,"number"
"Topic 38",21,"stored"
"Topic 38",22,"provided"
"Topic 38",23,"whether"
"Topic 38",24,"money"
"Topic 38",25,"jackpot"
"Topic 38",26,"coins"
"Topic 38",27,"game"
"Topic 38",28,"count"
"Topic 38",29,"host"
"Topic 38",30,"specifically"
"Topic 38",31,"described"
"Topic 38",32,"received"
"Topic 38",33,"panel"
"Topic 38",34,"performs"
"Topic 38",35,"gaming"
"Topic 38",36,"participation"
"Topic 38",37,"coin"
"Topic 38",38,"invention"
"Topic 38",39,"present"
"Topic 38",40,"bonus"
"Topic 38",41,"memory"
"Topic 38",42,"judges"
"Topic 38",43,"based"
"Topic 38",44,"system"
"Topic 38",45,"corresponding"
"Topic 38",46,"showing"
"Topic 38",47,"result"
"Topic 38",48,"shown"
"Topic 38",49,"handling"
"Topic 38",50,"identification"
"Topic 38",51,"will"
"Topic 38",52,"banknotes"
"Topic 38",53,"displayed"
"Topic 38",54,"banknote"
"Topic 38",55,"lower"
"Topic 38",56,"card"
"Topic 38",57,"communication"
"Topic 38",58,"next"
"Topic 38",59,"respectively"
"Topic 38",60,"motherboard"
"Topic 38",61,"judging"
"Topic 38",62,"stores"
"Topic 38",63,"withdrawal"
"Topic 38",64,"button"
"Topic 38",65,"transmitted"
"Topic 38",66,"view"
"Topic 38",67,"output"
"Topic 38",68,"subroutine"
"Topic 38",69,"case"
"Topic 38",70,"counting"
"Topic 38",71,"according"
"Topic 38",72,"list"
"Topic 38",73,"executed"
"Topic 38",74,"values"
"Topic 38",75,"selected"
"Topic 38",76,"connected"
"Topic 38",77,"time"
"Topic 38",78,"referring"
"Topic 38",79,"random"
"Topic 38",80,"terminates"
"Topic 38",81,"respective"
"Topic 38",82,"first"
"Topic 38",83,"transmits"
"Topic 38",84,"condition"
"Topic 38",85,"embodiment"
"Topic 38",86,"payment"
"Topic 38",87,"included"
"Topic 38",88,"exemplary"
"Topic 38",89,"area"
"Topic 38",90,"like"
"Topic 38",91,"later"
"Topic 38",92,"therefore"
"Topic 38",93,"standalone"
"Topic 38",94,"programs"
"Topic 38",95,"links"
"Topic 38",96,"storage"
"Topic 38",97,"indicative"
"Topic 38",98,"participating"
"Topic 38",99,"thus"
"Topic 38",100,"credit"
"Topic 39",1,"contact"
"Topic 39",2,"electrical"
"Topic 39",3,"conductive"
"Topic 39",4,"contacts"
"Topic 39",5,"touch"
"Topic 39",6,"surface"
"Topic 39",7,"finger"
"Topic 39",8,"electrically"
"Topic 39",9,"area"
"Topic 39",10,"example"
"Topic 39",11,"trace"
"Topic 39",12,"protrusion"
"Topic 39",13,"fingers"
"Topic 39",14,"capacitive"
"Topic 39",15,"embodiment"
"Topic 39",16,"encapsulation"
"Topic 39",17,"also"
"Topic 39",18,"shown"
"Topic 39",19,"circuit"
"Topic 39",20,"integrated"
"Topic 39",21,"capacitance"
"Topic 39",22,"traces"
"Topic 39",23,"metallization"
"Topic 39",24,"conducting"
"Topic 39",25,"connection"
"Topic 39",26,"system"
"Topic 39",27,"structure"
"Topic 39",28,"bottom"
"Topic 39",29,"paddle"
"Topic 39",30,"adjacent"
"Topic 39",31,"contacting"
"Topic 39",32,"sensitive"
"Topic 39",33,"insulative"
"Topic 39",34,"located"
"Topic 39",35,"side"
"Topic 39",36,"metal"
"Topic 39",37,"plurality"
"Topic 39",38,"along"
"Topic 39",39,"isolated"
"Topic 39",40,"defined"
"Topic 39",41,"thereof"
"Topic 39",42,"areas"
"Topic 39",43,"mechanical"
"Topic 39",44,"view"
"Topic 39",45,"respective"
"Topic 39",46,"invention"
"Topic 39",47,"material"
"Topic 39",48,"shape"
"Topic 39",49,"made"
"Topic 39",50,"grooves"
"Topic 39",51,"process"
"Topic 39",52,"another"
"Topic 39",53,"manufacturing"
"Topic 39",54,"figs"
"Topic 39",55,"attach"
"Topic 39",56,"combination"
"Topic 39",57,"electrostatic"
"Topic 39",58,"will"
"Topic 39",59,"ground"
"Topic 39",60,"coupling"
"Topic 39",61,"directly"
"Topic 39",62,"configuration"
"Topic 39",63,"filler"
"Topic 39",64,"referring"
"Topic 39",65,"center"
"Topic 39",66,"formed"
"Topic 39",67,"partially"
"Topic 39",68,"without"
"Topic 39",69,"provides"
"Topic 39",70,"different"
"Topic 39",71,"electronics"
"Topic 39",72,"putting"
"Topic 39",73,"touched"
"Topic 39",74,"organic"
"Topic 39",75,"includes"
"Topic 39",76,"present"
"Topic 39",77,"flat"
"Topic 39",78,"structures"
"Topic 39",79,"intersubstrate"
"Topic 39",80,"provide"
"Topic 39",81,"land"
"Topic 39",82,"corridor"
"Topic 39",83,"dimensions"
"Topic 39",84,"quantum"
"Topic 39",85,"extend"
"Topic 39",86,"sidewall"
"Topic 39",87,"similar"
"Topic 39",88,"resistive"
"Topic 39",89,"exposed"
"Topic 39",90,"column"
"Topic 39",91,"placed"
"Topic 39",92,"features"
"Topic 39",93,"lower"
"Topic 39",94,"direct"
"Topic 39",95,"force"
"Topic 39",96,"recess"
"Topic 39",97,"include"
"Topic 39",98,"external"
"Topic 39",99,"illustrate"
"Topic 39",100,"routing"
"Topic 40",1,"object"
"Topic 40",2,"position"
"Topic 40",3,"point"
"Topic 40",4,"points"
"Topic 40",5,"distance"
"Topic 40",6,"objects"
"Topic 40",7,"reference"
"Topic 40",8,"coordinate"
"Topic 40",9,"positions"
"Topic 40",10,"inspection"
"Topic 40",11,"movement"
"Topic 40",12,"center"
"Topic 40",13,"relative"
"Topic 40",14,"system"
"Topic 40",15,"coordinates"
"Topic 40",16,"threedimensional"
"Topic 40",17,"method"
"Topic 40",18,"using"
"Topic 40",19,"positioning"
"Topic 40",20,"mark"
"Topic 40",21,"determined"
"Topic 40",22,"camera"
"Topic 40",23,"within"
"Topic 40",24,"motion"
"Topic 40",25,"hand"
"Topic 40",26,"based"
"Topic 40",27,"orientation"
"Topic 40",28,"moving"
"Topic 40",29,"range"
"Topic 40",30,"defined"
"Topic 40",31,"feature"
"Topic 40",32,"invention"
"Topic 40",33,"three"
"Topic 40",34,"respective"
"Topic 40",35,"respect"
"Topic 40",36,"present"
"Topic 40",37,"area"
"Topic 40",38,"located"
"Topic 40",39,"view"
"Topic 40",40,"angle"
"Topic 40",41,"used"
"Topic 40",42,"environment"
"Topic 40",43,"direction"
"Topic 40",44,"rotation"
"Topic 40",45,"right"
"Topic 40",46,"location"
"Topic 40",47,"positional"
"Topic 40",48,"determining"
"Topic 40",49,"initial"
"Topic 40",50,"moves"
"Topic 40",51,"relationship"
"Topic 40",52,"velocity"
"Topic 40",53,"dimensional"
"Topic 40",54,"determine"
"Topic 40",55,"predetermined"
"Topic 40",56,"pointing"
"Topic 40",57,"distances"
"Topic 40",58,"accuracy"
"Topic 40",59,"moved"
"Topic 40",60,"will"
"Topic 40",61,"corresponding"
"Topic 40",62,"fixed"
"Topic 40",63,"arrow"
"Topic 40",64,"shown"
"Topic 40",65,"move"
"Topic 40",66,"described"
"Topic 40",67,"embodiment"
"Topic 40",68,"selected"
"Topic 40",69,"calculated"
"Topic 40",70,"reticle"
"Topic 40",71,"adjusted"
"Topic 40",72,"obtained"
"Topic 40",73,"real"
"Topic 40",74,"left"
"Topic 40",75,"relation"
"Topic 40",76,"adjusting"
"Topic 40",77,"alignment"
"Topic 40",78,"deviation"
"Topic 40",79,"movements"
"Topic 40",80,"cameras"
"Topic 40",81,"interest"
"Topic 40",82,"tilt"
"Topic 40",83,"also"
"Topic 40",84,"description"
"Topic 40",85,"intersection"
"Topic 40",86,"along"
"Topic 40",87,"calculating"
"Topic 40",88,"adjustment"
"Topic 40",89,"field"
"Topic 40",90,"marks"
"Topic 40",91,"positioned"
"Topic 40",92,"angles"
"Topic 40",93,"line"
"Topic 40",94,"schematic"
"Topic 40",95,"measuring"
"Topic 40",96,"pair"
"Topic 40",97,"figs"
"Topic 40",98,"automatic"
"Topic 40",99,"bounding"
"Topic 40",100,"represented"
"Topic 41",1,"substituted"
"Topic 41",2,"compound"
"Topic 41",3,"optionally"
"Topic 41",4,"alkyl"
"Topic 41",5,"compounds"
"Topic 41",6,"selected"
"Topic 41",7,"formula"
"Topic 41",8,"independently"
"Topic 41",9,"wherein"
"Topic 41",10,"group"
"Topic 41",11,"ring"
"Topic 41",12,"aryl"
"Topic 41",13,"thereof"
"Topic 41",14,"embodiment"
"Topic 41",15,"invention"
"Topic 41",16,"salt"
"Topic 41",17,"hydrogen"
"Topic 41",18,"consisting"
"Topic 41",19,"acceptable"
"Topic 41",20,"pharmaceutically"
"Topic 41",21,"heteroaryl"
"Topic 41",22,"herein"
"Topic 41",23,"substituents"
"Topic 41",24,"example"
"Topic 41",25,"described"
"Topic 41",26,"cycloalkyl"
"Topic 41",27,"groups"
"Topic 41",28,"embodiments"
"Topic 41",29,"unsubstituted"
"Topic 41",30,"halogen"
"Topic 41",31,"phenyl"
"Topic 41",32,"another"
"Topic 41",33,"carbon"
"Topic 41",34,"form"
"Topic 41",35,"atoms"
"Topic 41",36,"include"
"Topic 41",37,"alkenyl"
"Topic 41",38,"cyano"
"Topic 41",39,"methyl"
"Topic 41",40,"agents"
"Topic 41",41,"acid"
"Topic 41",42,"term"
"Topic 41",43,"certain"
"Topic 41",44,"alkynyl"
"Topic 41",45,"defined"
"Topic 41",46,"present"
"Topic 41",47,"lower"
"Topic 41",48,"used"
"Topic 41",49,"alkoxy"
"Topic 41",50,"atom"
"Topic 41",51,"using"
"Topic 41",52,"also"
"Topic 41",53,"provided"
"Topic 41",54,"examples"
"Topic 41",55,"nitro"
"Topic 41",56,"pharmaceutical"
"Topic 41",57,"membered"
"Topic 41",58,"salts"
"Topic 41",59,"inhibitors"
"Topic 41",60,"nitrogen"
"Topic 41",61,"cancer"
"Topic 41",62,"halo"
"Topic 41",63,"comprising"
"Topic 41",64,"refers"
"Topic 41",65,"ccalkyl"
"Topic 41",66,"active"
"Topic 41",67,"forms"
"Topic 41",68,"limited"
"Topic 41",69,"synthesis"
"Topic 41",70,"specific"
"Topic 41",71,"compositions"
"Topic 41",72,"methods"
